hour,SOC,DOC,MBC,CO2
0.0,116.35622531695836,4.841114386225001,10.852939210485674,0.0029409571448027246
5.0,94.63924341499416,5.348370670524355,13.494372116599832,0.005608397027842072
10.0,117.22103363682129,4.856875792595361,11.245504275667487,0.004312344321082371
15.0,121.18346257963994,3.759678437566399,15.023964690288082,0.001725969685383621
20.0,117.03139814478732,4.630998290723954,10.075965578853111,0.0031769533580604096
25.0,130.97201983547296,5.441714543387432,11.873210149299485,0.0032317163928998363
30.0,117.13956578541737,5.149061756677842,11.752138452804786,0.005526902759340435
35.0,137.59568424608835,5.787615317188745,14.006165368081108,0.0033136414131489434
40.0,102.32895656912866,5.808188088134134,9.258788641515393,0.0022929548938160713
45.0,110.62773075171401,3.4709020352802114,12.607077303509609,0.0023390748175127507
50.0,124.33252422319205,5.67629654201456,16.790591194714665,0.004031972794354836
55.0,121.72486224790836,5.431235527980531,9.804866467933591,0.00629276815596851
60.0,107.9391040493517,3.3352840682517253,11.490287037997028,0.003465101389665449
65.0,118.54975892383916,4.720547502298046,10.753391678455607,0.0015560771895348853
70.0,134.0261742580169,5.409602605137541,12.627801169325553,0.002528332914883342
75.0,118.9977073414449,5.619355711923126,18.30178242375417,0.0063206098156551906
80.0,112.9672885443593,5.157985051357563,12.057527580225296,0.005168921773689062
85.0,130.30420357314105,5.627309089227818,14.086827298946062,0.0024060876428160455
90.0,130.22198767039202,5.411718071256374,12.403065697226662,0.0015260289336555938
95.0,100.49034478207402,4.587015052825583,11.477740448502793,0.0030609857070010484
100.0,106.41236398375935,3.8236939961424943,11.06235070157793,0.005149055434937783
105.0,125.67720167683987,4.934190093994346,14.27656280559285,0.00471263588340056
110.0,117.69480878645798,5.213067940444536,16.748298075164975,0.002148438369053438
115.0,126.07809706828046,4.28926452843534,9.351746400198959,0.001102992240965485
120.0,122.07759112014674,5.290845801910331,14.624057774691643,0.00290653950104884
125.0,125.91489499581559,6.339081466509207,13.516238891409476,0.006998008345587123
130.0,113.95344930545446,5.053613170922182,11.629318036191213,0.005069556401750455
135.0,100.96579251276933,3.835798487056638,15.284377226675982,0.0019887081405860845
140.0,112.80583448588493,5.492867144132282,15.74344017053271,0.001096297173847011
145.0,128.5573788904544,5.222833172386414,11.582300877290642,0.003486943589211256
150.0,101.11390856734725,5.6067600858308,14.136293430201636,0.006291771881599617
155.0,105.49412083820408,5.129053373452631,17.119281541204472,0.003586204467254826
160.0,132.51427267441363,7.245742263387069,13.629344562232841,0.001959908129175982
165.0,134.7267805712611,5.667779377343097,13.440273366646538,0.0024029060108327234
170.0,89.41023802966194,5.352968023871462,11.42441531039844,0.005035937975331461
175.0,114.54568336852726,6.018344628302117,12.451379356995517,0.00566435326933338
180.0,123.50458419534976,5.430449705240201,12.288673330526343,0.003245250531179347
185.0,99.61939581403797,6.694007733617637,13.5459488206448,0.0015957349575106523
190.0,110.4098408669274,5.314551930563795,11.161740497463907,0.001716813147427265
195.0,114.13091249187427,4.3689195533611,10.728961826690721,0.004814291660909551
200.0,98.8422764594591,6.778938254510693,15.567042696417744,0.005184897046965099
205.0,124.42186159107104,6.582874972087113,12.731672473554164,0.00278894094816178
210.0,131.47483365835055,5.691330997068064,10.580807244697379,0.002112461673507533
215.0,101.77308257154579,5.185712169364869,12.594564720937669,0.0031329086101652536
220.0,140.0918892747802,3.4451587511828685,15.187985021375342,0.005512727757981646
225.0,114.25663833317134,4.125466684395891,12.460817265437468,0.005667829843189702
230.0,108.88068136389376,5.045511595391087,14.998026441298492,0.0028499130055170026
235.0,114.42149784996046,5.451771889710389,14.46581841160211,0.0017938454644676111
240.0,116.74873066265818,3.753328755179242,12.289340186809815,0.002769650976700783
245.0,113.92801521239808,5.530068125122033,8.765582807032612,0.006065888842162805
250.0,107.91527273948415,5.95334429975376,14.489601776287415,0.004354126845381169
255.0,117.54321745761209,5.5974337065637565,13.289250245024169,0.002482517756870175
260.0,98.0262104570468,4.158252257505463,12.805938648718252,0.0016987374698059377
265.0,123.43990390749808,5.410857108250964,17.5772125254009,0.0028722785263066175
270.0,100.93755416851802,4.564478335764557,13.386853312315772,0.006296654542329055
275.0,108.18483347801113,4.547918407261962,10.643347761294834,0.003896393123338398
280.0,90.75207650870217,4.835434124463433,11.978871897429286,0.0015688938357601642
285.0,104.6558248667944,5.293052181573817,15.673380858518627,0.002219475697370476
290.0,99.41107856743164,4.77564020876789,15.745464975519791,0.004727534112638659
295.0,95.5936642399733,4.586304003385732,14.408321749268339,0.005844823597186157
300.0,121.08287778222301,5.970692549250879,10.784888346661031,0.0033729389465537306
305.0,93.68141909036947,4.6858568812706,10.923628232697915,0.001635033746185458
310.0,122.49856648001024,5.458849189936894,14.735445027100562,0.002563806770301418
315.0,109.63448333184623,4.97199003573374,14.817822545690271,0.006141071486025654
320.0,99.78354818102542,4.85018551059064,15.039146641752366,0.0062446815269624435
325.0,115.32540848138795,5.5810770894281765,14.36420585382365,0.00262294518541435
330.0,99.06746211259531,5.074412341002535,14.567826248593667,0.0017955635094405603
335.0,114.17493015018941,5.14894123451662,14.545267881471327,0.0033571774988362404
340.0,115.71286185248024,5.1677825141744815,19.24006149816618,0.006180949938921275
345.0,123.77433127062041,4.3176488420343775,14.651473242316587,0.005421534010006644
350.0,104.34432665692123,5.777681052399952,17.049710585808576,0.003122224467752171
355.0,122.2215381528793,5.298631582337545,17.6526334709148,0.003336597564338439
360.0,115.22465735361472,4.50589442289385,17.687058802621706,0.003590361859941324
365.0,100.23573283047034,4.3361148841751636,15.093189600435156,0.00692576155214125
370.0,131.94006738774468,5.955486140117696,17.292248900649472,0.00419476127951343
375.0,104.16128722254155,4.056890838400484,13.765711940375958,0.0028095801590915506
380.0,127.05633098857702,4.513739095573633,16.66510125239866,0.002303775049777172
385.0,114.31698881673212,5.2928223281053155,14.661262700014476,0.004408708027777285
390.0,125.37440374536666,6.252589068591063,17.407181605147386,0.006762759171637479
395.0,94.60821679072964,3.789109807211662,18.22950000652807,0.00386652929815328
400.0,126.63786578218703,4.974352257633963,18.097046681058043,0.001129780022806714
405.0,122.12680435952902,5.837701688979048,16.77916750360242,0.002308720488789982
410.0,107.59611010958568,5.759743436761077,17.44726052184918,0.0057669128463201805
415.0,111.40073769608782,5.323933005016574,20.888727585685462,0.007502969357661773
420.0,127.49854180798872,5.795696379803718,16.2264114251734,0.003371466002769219
425.0,105.8168720436877,4.149391256492388,12.420211324211154,0.0007271216273314876
430.0,120.03220744954422,5.255562093928281,17.71451145605925,0.002802471141659928
435.0,104.05785624549868,6.010661039876579,17.87848988204171,0.0063710973497139506
440.0,104.52378720680741,6.844517308518752,18.17927981850377,0.006197116180273291
445.0,85.40073648011955,6.61327720197216,14.009689624753404,0.00226817169527163
450.0,118.35803389406847,7.01792609082631,20.13725935532711,0.0009138936978552409
455.0,117.95607715756124,5.807218804766979,20.484448671894985,0.0024921847813241015
460.0,114.52035414903904,6.172743004539768,17.86917599233026,0.006524912757629297
465.0,109.85878827549413,5.240659714874898,18.31162055052281,0.006561671470977952
470.0,103.88735912847163,6.967669790304555,18.610412814430504,0.00302786400143979
475.0,119.38619278440991,6.15810618924831,16.378776700266368,0.0014118443370960102
480.0,111.71252587811871,6.765101567936842,16.079570200319335,0.0036845085873093214
485.0,119.64480314523868,6.349791342480164,19.14752600479783,0.007976964917709519
490.0,100.67077562846626,6.727526630860981,17.131063145407737,0.006780141308346395
495.0,110.32119792967626,5.731703084493747,19.150077823209266,0.0022230878756534923
500.0,122.86954340232944,6.4923630134374015,19.071624369816696,0.001534221108184465
505.0,111.39275398619685,5.56924507400688,17.02897604568024,0.005428125836866487
510.0,105.52017897754247,6.343733710179267,16.11957828241419,0.0079587592980233
515.0,124.82911758780655,5.490562130328085,20.160439250625362,0.005662463728271938
520.0,107.34819560312187,6.442488714261094,21.67142351924999,0.0035436349800836786
525.0,111.12334846117047,7.2386452648187545,19.303524830750284,0.0032097911194232344
530.0,108.79049362146868,6.962060399416144,20.175808933559075,0.005661997109937112
535.0,98.7963034530197,7.9405706687490385,18.900621883365105,0.008507541285717617
540.0,119.14069367367686,5.613538357943751,18.454085759615893,0.003952978414279923
545.0,126.58161659551133,6.908519524533127,21.17002970322116,0.001595683393827089
550.0,100.4393725351198,6.144676537848883,20.657670936234158,0.002960475147961963
555.0,128.4396594479337,6.238289178129266,19.94342980156895,0.006600306341471514
560.0,111.12826874850295,6.9535905850542274,19.727150598394587,0.007252002432117377
565.0,123.21796717961952,6.521784529448503,17.882302427913046,0.003117423269308575
570.0,132.10355718346838,7.135577276440712,19.719764232593647,0.0025584014025553017
575.0,118.06482085104273,5.767045305159818,18.51718779387796,0.004335418392813478
580.0,127.80929727724222,6.524901528861073,21.241133526809985,0.007784428890624798
