hour,SOC,DOC,MBC
0.0,84.66794759721402,0.43826657783439776,2.7417200687686756
5.0,74.68517935190572,1.1638120621375423,1.6179335614170536
10.0,79.81398692978271,0.0001,2.7138589936273783
15.0,81.33339735375687,0.046395244948829295,2.713144403815545
20.0,81.81896816538331,0.7370472306080564,2.8584798030719747
25.0,76.64087966408371,1.019554443190808,2.1713212463704745
30.0,72.59716607745705,0.8818705755991632,1.8267841062328096
35.0,76.27389543070298,0.8897171473761479,2.887826460846276
40.0,70.13467342459353,0.04891544816702609,2.971771425806691
45.0,73.47121369998952,0.8100406174268348,3.20857688598585
50.0,77.11877974671175,0.7587363537539925,2.4938146279683044
55.0,79.7393884518327,0.9000158779394197,1.9650862311022317
60.0,77.33515248717143,0.0001,2.0295604178454285
65.0,66.05346280908401,0.771129753151243,1.5322605813582884
70.0,71.54225018272135,1.6691326677355125,2.962422798144381
75.0,71.53071215149416,1.5331614303202068,2.0303130542161285
80.0,70.10468444335037,1.1880295934668763,1.6982869403166019
85.0,73.03862043320292,1.3096645016248034,1.229497995647832
90.0,80.56972045813164,1.471653229434352,2.8356710747465153
95.0,71.36864990232259,0.9736047711989414,2.562951729633116
100.0,73.20595369712784,1.0753434816882195,3.2457812446345673
105.0,68.68372396606523,1.5127748819554572,2.026197133804696
110.0,69.73451732063246,2.2544779599883014,1.9443440787044555
115.0,58.87912677514371,1.323828950450404,2.5447556729717915
120.0,79.7072863449525,2.004438649920453,1.6423961234656201
125.0,77.68115294071214,1.8089289195087164,1.9135498534405808
130.0,70.49298168604273,1.6162633533015576,2.1630757025894254
135.0,65.3695386374418,1.3957126641697326,2.550892012767189
140.0,73.1788562938657,1.663993340056523,2.571706202370093
145.0,74.1102554937265,2.1147119899985833,3.1631711076211793
150.0,63.82438892600382,1.8609416206068339,2.3049053171923983
155.0,70.03757259613417,1.2773454513908638,2.739006586449826
160.0,81.14303265800193,1.093169356099597,3.967142852015948
165.0,57.287584648521246,1.8352224097110477,2.7762883497633752
170.0,70.6354100202668,1.6843545236230366,3.3375793846346036
175.0,68.59883353993831,2.3294345242352796,2.831058392622052
180.0,70.90247568013469,1.4999555122434807,2.666957115864774
185.0,64.29946348529761,1.2817620462205466,2.751614884451256
190.0,69.92890186658093,2.1574596641177513,2.3764313976552955
195.0,70.70659630412653,2.1536775577284946,2.1258797365810462
200.0,82.25416073553095,1.2820278590014582,3.2654505019343394
205.0,64.95503599733071,2.121854398663103,2.3831101845148326
210.0,64.87825805100135,2.4420328882923257,3.3111077569578318
215.0,71.67624586485985,1.4332431440465605,3.0006699430305943
220.0,72.8095497801332,2.4600373721860485,3.050838527441384
225.0,69.04455228593885,1.871400525731011,2.640751796829762
230.0,65.03441083075947,1.0964908630641115,3.0680940499038836
235.0,59.626829796453805,1.2669987111723535,2.890844310179712
240.0,71.91193632216456,1.9551494904968751,2.55245337144769
245.0,76.36667048863876,3.1404970831158137,3.139383963450408
250.0,75.39210491569605,2.1431927762608174,2.0276027638498606
255.0,61.27157033185312,2.7567721790696322,2.7575718344683016
260.0,60.54587470920156,1.9124380924754387,2.469502441494595
265.0,66.1992350056492,2.8153022908024177,2.552079733701542
270.0,59.65671549984133,2.634545733183716,2.65807069317491
275.0,61.400593937950354,2.2021571058655627,3.735264878502803
280.0,69.77405010255058,1.816627028806429,3.0951103130445126
285.0,70.21697410308059,1.427876129755118,3.4047038327794255
290.0,70.39634259093032,2.837317882086621,3.2108545168891207
295.0,68.32047479441523,3.114682644492644,3.071100004561398
300.0,66.51154358955917,3.1508348640470754,2.889878040463559
305.0,66.45687451412812,2.915584232146313,3.082359103844563
310.0,67.39001949258558,2.8684285291490372,1.9817522768636968
315.0,71.1688566969125,2.904244400381342,2.6586667454749286
320.0,61.0871384569678,2.9023990691546686,3.4150352901521144
325.0,70.46591215278794,2.4491707377707477,2.632085437370086
330.0,72.33549476705616,2.8107495681280703,3.4329019540653016
335.0,74.98616119060843,2.2716109497704333,1.9370392913177263
340.0,65.70391752283875,2.613128888570513,2.0773382462053482
345.0,69.25076292737684,2.608407622574621,4.073083427103949
350.0,69.29375378236286,2.275112367350461,3.476753354421615
355.0,58.363708345065554,2.393995569659782,3.5194782281929715
360.0,69.74326687113033,3.290448951040628,3.803683188698556
365.0,64.91313646116288,2.989201129107639,2.922677643636823
370.0,64.0905821325457,2.73382926339424,2.3854316650844525
375.0,58.85800064912429,3.0911712661924784,3.500637729765281
380.0,68.15555467051406,2.8697148344309458,2.8084583749416017
385.0,67.39544713163367,3.9763867398375954,3.4696737264700666
390.0,61.608282365648854,2.9751555852582015,2.839646770607912
395.0,55.42954916072948,3.2731398560313325,2.9864311188098522
400.0,68.7159599258564,3.4908146027423994,2.6926161661831864
405.0,55.86086553726279,3.8144222831166323,3.450660940671589
410.0,64.9430551645867,4.213115875946894,2.597484897553187
415.0,53.72742597090722,4.208059153261512,3.4503157169127983
420.0,68.90162378544588,3.921130320363742,3.3210516332066473
425.0,75.9824110389232,3.142196631506904,3.780256512266508
430.0,60.215839620214055,2.8061304103682714,3.2452098848924775
435.0,68.17859398753549,3.602728928593716,3.7938726110569796
440.0,60.37850159610512,2.732391396502794,2.7088707346488334
445.0,58.674535160632075,2.8004069051658016,1.6514646230793393
450.0,66.98437837501439,3.345264631058592,3.5041943721348208
455.0,58.849557254532286,2.977638333143262,3.4341925473888204
460.0,64.6232843939328,3.215746112163714,3.487682756746863
465.0,63.481763323717544,3.5663316402886838,3.3248953372582557
470.0,58.97151328701499,4.0183297545422745,3.8453973128191117
475.0,58.25650651732798,3.26879122191771,3.376766681365665
480.0,64.17702728137246,3.063505201477619,2.6916372460606275
485.0,57.54171966300249,3.382349864471937,3.3263957112978235
490.0,53.88831587831074,3.837465233867582,3.835159903552736
495.0,60.08557663201227,3.3004218857614855,1.8768389746557679
500.0,59.65253971579798,3.101546651224765,3.0568850686353914
505.0,58.05529460875296,4.195653183074387,2.1993078160752826
510.0,59.52876800477236,3.1141200262720883,2.3490467247599853
515.0,64.7054075613291,3.615865527404948,2.6467691314575443
