hour,SOC,DOC,MBC
0.0,64.94942041847693,0.0001,2.11816235671088
5.0,66.85763402640939,0.0001,2.2660922778495523
10.0,70.6602444069651,1.0712276682104924,3.1358908732014146
15.0,63.58519797308638,1.3209615987334653,1.9242138354673446
20.0,63.81167429734067,1.702315232049553,2.548081204489077
25.0,68.39897475701238,0.9641707375247798,1.841992599117032
30.0,71.01760747721373,0.5399709740515187,1.086028173675864
35.0,63.060843442688935,0.8334021727355221,1.9297281688482877
40.0,64.92377964986397,0.3647705810218371,1.6985072270382262
45.0,68.53471935572665,2.110196074043072,1.4735732440821576
50.0,68.14882105818883,1.0645293845595578,1.7995969499186506
55.0,70.28529739059847,0.9749254775644641,2.374976464325588
60.0,61.57367932941367,0.652201328745398,1.2803200917776105
65.0,63.10806895916368,2.610588045907604,2.536502604778328
70.0,73.25546872324725,2.157019248807359,2.3841811779103215
75.0,78.95794378030632,3.1507385089019095,2.174008469796091
80.0,67.7688869217543,1.921815085433959,2.2077089900743743
85.0,63.91548850063016,1.8222624474441997,1.6990585003428371
90.0,63.04697766860602,2.6110809815713383,2.298481349518555
95.0,69.00880631025456,1.5452331889258188,2.5648394223670836
100.0,56.03850979672931,2.1571094808338276,1.8702859763730062
105.0,63.48094817248168,2.583581250572293,2.515239688526721
110.0,60.5327481889923,3.1543352117103725,2.5559057886084497
115.0,57.61550592391195,3.1790533953663727,2.684284273921083
120.0,69.23269326072655,3.6649769651981834,2.6710042340566207
125.0,67.22497243002155,2.5907838926234414,2.475587260154274
130.0,66.55640770007032,3.2967994007338106,1.5716830587328978
135.0,56.73823043421047,4.806564919879569,1.8529060605399743
140.0,61.23903249495257,3.4122679888513248,2.431432042791353
145.0,66.5536251966582,4.229875255834489,2.617749025118758
150.0,66.60735774840907,3.6849781952174485,2.6405177650343092
155.0,53.382507022389746,3.618266193229421,2.791721912720421
160.0,64.27223340819451,3.8464441102533726,1.9063029633804782
165.0,60.391557153882154,3.5147340706199484,1.7439391351474414
170.0,64.10603738533365,3.311978411511629,2.409376688907041
175.0,56.35067170927097,4.753396045052672,2.187918785105083
180.0,61.97167473038121,3.8707455550589955,2.0764804365435667
185.0,53.75901962288014,4.868819146686455,2.2797797733529093
190.0,63.703053793377805,4.503395489605872,1.9895196359797804
195.0,56.03716264037407,4.54073936420579,2.1743669624642585
200.0,53.96792075951186,4.107426056204432,2.7024759368026423
205.0,65.66923441854765,4.8590881032755755,2.749326238706351
210.0,67.11481988552323,4.652773721172004,1.9681486855160477
215.0,62.267411368540195,4.312903300750309,2.94649984468056
220.0,58.43688259049101,5.184515196516984,3.047913942027795
225.0,58.95781418835902,4.015689954603541,2.22331250819929
230.0,57.58896137768591,4.948604692305573,2.0985381871296998
235.0,54.46963049962365,4.4355248677334735,2.7711236547808213
240.0,56.19097746938919,4.591707882235076,3.0121676608365844
245.0,60.80085087402223,4.690171989550996,2.2489458660825434
250.0,63.03040952007718,6.13885217614662,3.3562785422194694
255.0,51.53666010903938,5.393144366250499,2.583012872595061
260.0,65.82240051897706,5.888132027156824,3.304930072497672
265.0,50.752548618756464,5.625608087014167,2.439141813719478
270.0,49.905713708187804,5.60522366414463,3.348774406183766
275.0,64.11930756555044,5.520849010133292,3.5169919361315563
280.0,57.659244982180944,5.79967551517632,3.272060560365048
285.0,49.41317357938948,4.396302369262236,2.793434776060576
290.0,61.9081755031782,5.349547568083078,2.966451015811541
295.0,52.427594957918934,6.456468732149168,3.2111726440605577
300.0,47.91887594648028,5.581186891322622,2.7609435968335303
305.0,53.52565559925215,6.6450570154641815,3.8733138316281934
310.0,57.65259698189286,4.902412617899847,2.772707449786799
315.0,48.683178170132265,4.9723728071516975,3.611119792314624
320.0,60.65917040393271,7.490589409824109,3.2540786742004633
325.0,57.47422047119722,6.739441397680001,2.474586950893839
330.0,43.174931625918425,6.680279808355438,3.0272025756106675
335.0,52.596408003874664,6.95239365733172,2.947255317005715
340.0,57.744735259118016,5.950063136528898,3.3837704320786584
345.0,55.766288207660814,5.609283944293286,3.0565627711083545
350.0,55.219725861366115,7.075878671725734,3.5058114584911677
355.0,49.49625665978566,6.087289830843069,3.3554352582932117
360.0,44.53266652203677,6.81055708995016,4.130316939572701
365.0,52.315735358035326,6.139609521384436,3.107775062050168
370.0,47.59769522373649,6.376953791889156,2.921493080949861
375.0,51.98530030147278,6.0448160884652165,3.00255794646269
380.0,54.95616655699038,7.000704793691771,2.866273725300382
385.0,58.17740624443158,5.977104587558342,3.7031901496391626
390.0,49.84388402706184,7.104721986211969,3.8688267828633083
395.0,48.218189281563475,7.1139581812625625,3.940676436068611
400.0,48.442022038201465,7.630291051886036,4.10049545700953
405.0,44.48021787182688,6.950863872280731,4.130132878253589
410.0,48.61213688316248,7.694975778655083,3.3961510838087654
415.0,60.08068949903921,6.5763828840387575,4.026631751462098
420.0,48.77128661951305,5.2255478906517006,3.9879072498712462
425.0,60.73326575038196,7.501973801542851,4.688630688908316
430.0,38.89919961362065,7.242015404811671,4.016824114968861
435.0,53.588513572271,7.321732719242974,3.967214209191547
440.0,42.478252037259004,7.349962467731207,3.6084768694326055
445.0,52.38523713784278,8.184699074478463,3.149458233924861
450.0,59.59459515677212,7.6718980440118205,4.283762662177688
455.0,55.26500031757989,6.9329425715169934,4.186085215462041
460.0,39.391327697801955,7.824922793087113,3.940452187969979
465.0,35.10144009819397,8.427408864420386,3.990796209809507
470.0,54.501004929091266,5.988255313783868,4.486494546651029
475.0,57.92382374648277,7.278231366290127,4.695224131999268
480.0,43.310856651490376,6.088035308109208,5.012368448348453
485.0,48.513573637421764,6.339619752954137,4.416588151773615
490.0,46.7404013231681,6.705099895551887,4.083415960197382
495.0,47.862431275450696,8.449598147460945,4.4185616493109885
500.0,54.58209114994706,6.641604103679533,4.87927835459935
505.0,46.27835668956868,6.9270411826771445,4.450763160047108
510.0,45.90262151403175,6.725117992661228,4.047124784843938
515.0,51.96686448131221,6.56305386783826,4.452898929080793
520.0,45.55225648141327,8.419807458385224,4.00283415577338
525.0,45.41931544913867,6.800799932829508,5.059242388683046
530.0,41.75687685004714,7.092280654380922,4.043151724382133
535.0,48.534944945372374,6.981804097987863,5.267877690269026
540.0,51.35461864069963,8.837282068003683,4.544444927540783
545.0,41.24080174441442,7.749110207616685,4.461920466960503
550.0,42.741655287073094,7.358758248330752,4.361306764022562
555.0,45.367146973743054,7.6866909220437,4.203262977885749
560.0,48.305106689215854,7.755525421384557,4.454525006841932
565.0,46.237399799688724,7.926171254937102,5.379061501895065
570.0,42.37624919139495,8.68219364468034,4.587703970822516
575.0,51.21044988673753,7.674103244588215,4.3788146570956545
580.0,43.18302932679586,7.971887549156693,4.854105290734351
585.0,44.330106990204676,8.349128279167667,5.681237209076251
590.0,44.13778643215964,6.897601654709414,5.209008846635881
595.0,40.26461984848083,8.34056821817422,5.034595125259535
600.0,40.59339845406541,7.870173093033093,5.526939869121215
605.0,36.96648996142308,7.930773620288442,4.68147834462224
610.0,42.60624783003447,8.084250032887232,4.978112632300973
615.0,40.557163109619665,7.448562306459447,5.1111285010049725
620.0,36.49863790469702,7.016686737480256,4.928856963534987
625.0,50.82147167350826,7.018399895625356,5.397648317935276
630.0,36.23633230422351,8.566338978834931,4.877145743143336
635.0,45.33826089687304,8.36606399970782,4.406024829875507
640.0,46.293009548002225,8.69251029525291,5.057147750991302
645.0,48.99564123897253,7.915657250072616,6.088136311722172
650.0,42.55894964559367,8.766781420823886,4.746437695233986
655.0,39.031299648527,8.289822278478207,5.4791553278399405
660.0,43.294536859449195,7.981590182860586,5.7107613802045005
665.0,37.249066246466285,8.608111595211067,5.289881607846759
670.0,50.419372283480115,7.579628608564151,5.533962974993383
675.0,51.53862662631731,7.627643807352704,5.419375713214787
680.0,35.29100509151042,7.280464185839982,5.0354164906288
685.0,43.909634886088924,8.550557288201592,5.685132387455451
690.0,36.36238649583352,8.48130705027873,5.892383106802519
695.0,44.14604306184314,8.147828884357,5.99901703808293
700.0,38.560710265016574,7.454848047563625,5.217573235776025
705.0,47.184437292006656,7.660425429082791,4.93334291299978
710.0,42.067679315008164,9.294853055404726,5.953393093142214
715.0,41.85231422606291,7.263179939444335,5.626176467750919
720.0,35.22304383440452,8.710164588780541,4.88590100312574
725.0,50.46489481826247,7.941171621853435,5.951939888755242
730.0,44.53888254454559,8.783318116341336,5.303688385854715
735.0,44.15607535287764,7.588187323958649,6.149450094088979
740.0,38.937280042502756,6.751292062759948,5.557744901324132
745.0,30.793662407644604,8.617671331071161,5.449887181319932
750.0,43.16055738818939,7.468255451177342,5.933027951990654
755.0,37.8670475944848,8.169610040369657,5.374624971620742
760.0,44.68039482860986,7.667101259972444,5.664414915190486
765.0,44.1190523004719,7.2899061218776575,5.593783538093489
770.0,37.42879991877881,8.590632055093868,5.028543941245822
775.0,39.038448848390125,8.25198175609252,5.450522399034332
780.0,45.82187562184303,7.467618922473448,5.539393277933171
785.0,39.163373131643006,8.040657033200857,5.554039706460042
790.0,36.407534337483,7.932683495129589,6.338110289915911
795.0,35.602305581053464,7.752084096818496,5.918836870994603
800.0,35.76004277751607,7.69812708146498,5.773095767016488
805.0,38.988091404476656,8.336169331828291,5.636154100285418
810.0,36.097483659281636,8.377183948502154,6.400014963789149
815.0,36.443845805072755,9.115901673530061,5.594035709341302
820.0,35.799266243569456,7.657872701254083,5.676307886551668
825.0,34.44288442315522,7.971749840625877,5.715045031299236
830.0,36.55154455694529,9.561237561866083,5.534878689988257
835.0,35.051649291675936,8.652510496706709,6.386460329010014
840.0,41.20085791970379,8.349267885732479,5.857388114928006
845.0,35.927037727852124,9.15686189884354,5.526730788269501
850.0,25.508277183379676,7.597562577316198,5.5870779654661495
855.0,28.696333948074802,7.130360155949482,6.633753148596492
860.0,40.469725918143844,8.210183684837075,6.63117249177173
865.0,35.41619265697734,6.934695806009687,5.838703356965937
870.0,37.05046362720953,7.567595424638908,5.348778139805851
875.0,39.85959766042812,8.946935416334673,6.011988445747234
880.0,28.367010845922884,7.566449395030958,6.484868433483411
885.0,32.28079420634199,8.238556070398184,5.703732067264954
890.0,41.7632541400709,6.633361793468475,6.975044144549063
895.0,30.25196142483176,7.702855557372355,5.939240568267322
900.0,30.868754307321797,7.67462315420262,6.624631489794052
905.0,37.71699656254636,8.17579647530627,6.816854959330353
910.0,43.89700250721044,7.94258176462813,6.675905218247205
915.0,40.194414128447924,9.298697451983314,6.706653778017609
920.0,29.03653133216194,7.304717351368252,5.786524483033914
925.0,40.539166137402425,8.490826949436528,6.07274531980963
930.0,31.494711675826842,8.944367528609586,6.876287643762849
935.0,29.908439472168403,7.143400563810248,7.159535994620665
940.0,34.44256071714411,8.093576351696836,6.160016174561575
945.0,25.625150263335037,7.706129032724178,6.327148942169146
950.0,31.839855663778813,8.967498807710824,6.202152074467786
955.0,27.21141803502818,8.725857948507382,6.576942315340377
960.0,38.67205578547992,9.316287000787959,6.783312451280024
965.0,29.577937662919798,6.478215267419906,5.762621711556187
